source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"2655708Q1195",0,"RINCHU_DRUG","ビホナゾール外用液１％「イワキ」",0,"None",19700101,20991231,
"2655709N1010",0,"RINCHU_DRUG","ケトコナゾール２％クリーム",0,"None",19700101,20991231,
"2655709N1053",0,"RINCHU_DRUG","ニゾラールクリーム２％",0,"None",19700101,20991231,
"2655709N1070",0,"RINCHU_DRUG","ケトコナゾールクリーム２％「ＪＧ」",0,"None",19700101,20991231,
"2655709N1088",0,"RINCHU_DRUG","ケトコナゾールクリーム２％「ＮＲ」",0,"None",19700101,20991231,
"2655709N1096",0,"RINCHU_DRUG","ケトコナゾールクリーム２％「イワキ」",0,"None",19700101,20991231,
"2655709N1100",0,"RINCHU_DRUG","ケトコナゾールクリーム２％「ＭＹＫ」",0,"None",19700101,20991231,
"2655709Q1017",0,"RINCHU_DRUG","ケトコナゾール２％ローション",0,"None",19700101,20991231,
"2655709Q1025",0,"RINCHU_DRUG","ニゾラールローション２％",0,"None",19700101,20991231,
"2655709Q1068",0,"RINCHU_DRUG","ケトコナゾールローション２％「ＪＧ」",0,"None",19700101,20991231,
"2655709Q1076",0,"RINCHU_DRUG","ケトコナゾール外用液２％「ＮＲ」",0,"None",19700101,20991231,
"2655709Q1092",0,"RINCHU_DRUG","ケトコナゾールローション２％「ＭＹＫ」",0,"None",19700101,20991231,
"2655709R1039",0,"RINCHU_DRUG","ケトコナゾール外用ポンプスプレー２％「日本臓器」",0,"None",19700101,20991231,
"2655709R1047",0,"RINCHU_DRUG","ケトコナゾール外用ポンプスプレー２％「ＮＲ」",0,"None",19700101,20991231,
"2655710M1034",0,"RINCHU_DRUG","アスタット軟膏１％",0,"None",19700101,20991231,
"2655710M1042",0,"RINCHU_DRUG","ラノコナゾール軟膏１％「イワキ」",0,"None",19700101,20991231,
"2655710N1030",0,"RINCHU_DRUG","アスタットクリーム１％",0,"None",19700101,20991231,
"2655710N1048",0,"RINCHU_DRUG","ラノコナゾールクリーム１％「イワキ」",0,"None",19700101,20991231,
"2655710Q1036",0,"RINCHU_DRUG","アスタット外用液１％",0,"None",19700101,20991231,
"2655710Q1044",0,"RINCHU_DRUG","ラノコナゾール外用液１％「イワキ」",0,"None",19700101,20991231,
"2655711M1039",0,"RINCHU_DRUG","アトラント軟膏１％",0,"None",19700101,20991231,
